name,version,description,lastPublished,fileCount,unpackedSize,dependenciesCount,devDependenciesCount,keywords,homepage,repositoryUrl,license,status,isFavorite,codeFileCount,docFileCount,totalLinesOfCode,entrypoints,hasTypes,techStack,id
"@goodfoot/codebase-mcp-server","0.1.2","MCP server for codebase analysis and code search","2025-11-06T21:48:43.915Z",19,126241,3,10,"","","","N/A","enriched",1,12,1,1908,"{""main"":""./build/dist/src/codebase.js"",""types"":""./build/types/src/codebase.d.ts"",""exports"":""{\"".\"":{\""import\"":\""./build/dist/src/codebase.js\"",\""types\"":\""./build/types/src/codebase.d.ts\""}}""}",true,"TypeScript","e55cae8c-b5cc-46b7-ad0c-ed40dbd6dbbf"
"@hatchbox-ai/hatchbox-cli","0.1.13","Control plane for maintaining alignment between you and Claude AI as you work across multiple issues using isolated environments, visible context, and multi-agent workflows to scale understanding, not just output","2025-11-24T05:28:53.940Z",162,1827085,12,22,"ai;claude;workspace-management;git-worktree;developer-productivity;parallel-development;ci-cd;automation","https://github.com/hatchbox-ai/hatchbox-cli#readme","https://github.com/hatchbox-ai/hatchbox-cli","BUSL-1.1","enriched",1,77,11,20136,"{""main"":""./dist/index.js"",""types"":""./dist/index.d.ts"",""exports"":""{\"".\"":{\""types\"":\""./dist/index.d.ts\"",\""import\"":\""./dist/index.js\""}}""}",true,"TypeScript","67499ed7-834a-436c-ab10-719e15d05e28"
"@iflow-mcp/code-reasoning","0.8.1","Enhanced MCP server for code reasoning using sequential thinking methodology, optimized for programming tasks","2025-10-30T04:04:40.470Z",19,74178,2,11,"mcp;model-context-protocol;code-reasoning;sequential-thinking;programming;claude;ai;coding-assistant;reasoning;problem-solving;systematic-thinking;code-analysis;debugging;anthropic;llm-tools;branching;revision;reflective-thinking","https://github.com/mettamatt/code-reasoning#readme","https://github.com/mettamatt/code-reasoning","MIT","enriched",1,17,1,2326,"{""main"":""dist/index.js"",""types"":""./dist/index.d.ts""}",true,"TypeScript","828be3fa-1068-4079-b6f0-b58230d6d33b"
"@iflow-mcp/deep-code-reasoning-mcp","0.1.0","Deep Code Reasoning MCP Server - Specialized analysis tool for complex codebases","2025-10-28T06:27:46.938Z",128,816526,7,8,"mcp;code-analysis;reasoning;claude;gemini;ai;debugging","https://github.com/Haasonsaas/deep-code-reasoning-mcp#readme","https://github.com/Haasonsaas/deep-code-reasoning-mcp","MIT","enriched",1,81,6,19442,"{""main"":""dist/index.js"",""types"":""./dist/index.d.ts""}",true,"TypeScript","de511998-2bd8-4ebc-be95-1d45977154eb"
"@iflow-mcp/flesler-mcp-tools","1.9.0","Enables agents to quickly find and edit code in a codebase with surgical precision. Find symbols, edit them everywhere","2025-10-30T01:48:13.748Z",5,34840,5,11,"mcp;cursor;claude;model-context-protocol;code-analysis;symbol-search;text-replacement;import-inspection;notifications;llm;tools;files","https://github.com/flesler/mcp-files#readme","https://github.com/flesler/mcp-files","MIT","enriched",1,3,1,805,"{""main"":""dist/index.js"",""types"":""dist/index.d.ts""}",true,"TypeScript","e57d9950-47af-4afc-9931-87229b509ba4"
"@iflow-mcp/mcp-shell","0.1.3","Secure shell server for the Model Context Protocol. Integrates with Claude Desktop.","2025-11-07T07:20:39.438Z",5,12149,4,4,"","","","MIT","enriched",1,3,2,279,"{}",false,"TypeScript","79533cf8-0ca6-44ee-a52b-fd30f506e00a"
"@iflow-mcp/task-orchestrator","0.1.0","A Model Context Protocol server for task orchestration and management.","2025-10-30T06:28:29.812Z",4,202857,2,5,"","","","N/A","enriched",1,2,1,6416,"{}",false,"TypeScript","6097989e-d4bb-43d5-8b92-236d0d16dcf0"
"@jackjackstudios/ambiance-mcp","0.2.5","MCP server for code context with semantic search, AI analysis and summary","2025-10-19T07:36:05.424Z",257,3337400,21,17,"mcp;mcp-server;rag;cli;code-analysis;context;semantic-search;ast;embeddings;ai;offline;token-compression;typescript","https://github.com/sbarron/AmbianceMCP#readme","https://github.com/sbarron/AmbianceMCP","MIT","enriched",1,255,1,110887,"{""main"":""dist/src/index.js"",""types"":""dist/src/index.d.ts""}",true,"TypeScript","7a5f2958-a7ba-4dec-a274-3da227897312"
"@jcmrs/claude-agent-os","0.1.0","AI-powered product development assistant with conversational design and spec-driven workflows","2025-11-11T02:55:17.224Z",17,1259479,6,17,"ai;product-design;development;specification;workflow;agent-os;claude;pda;conversational-design;spec-driven","https://github.com/jcmrs/claude-agent-os#readme","https://github.com/jcmrs/claude-agent-os","MIT","enriched",1,2,11,12673,"{}",false,"TypeScript","15229398-c5d4-46cc-ba9d-50bd28beb5e6"
"@juanpprieto/claude-lsp","1.0.5","Multi-service daemon providing TypeScript, ESLint, Prettier, and GraphQL analysis for Claude Code with automatic hooks","2025-10-21T17:13:53.629Z",85,263471,10,11,"claude-code;claude;lsp;typescript;eslint;prettier;graphql;code-intelligence;code-analysis;daemon;hooks;automation;developer-tools","https://github.com/juanpprieto/claude-lsp#readme","https://github.com/juanpprieto/claude-lsp","MIT","enriched",1,43,2,5088,"{""main"":""dist/src/index.js"",""types"":""dist/src/index.d.ts""}",true,"TypeScript","238a35fb-ca94-4b4c-817c-da7a9d4667bf"
"@just-every/code","0.5.15","Lightweight coding agent that runs in your terminal - fork of OpenAI Codex","2025-11-28T08:17:45.884Z",7,70113,0,1,"","https://github.com/just-every/code#readme","https://github.com/just-every/code","Apache-2.0","enriched",1,5,1,1917,"{}",false,"","97114bb2-4509-42b8-805b-9b0f3532f36f"
"@lark-apaas/devtool-kits","1.2.4","FullStack Devtool Kits","2025-12-06T04:39:37.660Z",11,586718,4,6,"toolkits;nestjs;typescript","","","MIT","enriched",1,6,1,6324,"{""main"":""./dist/index.js"",""types"":""./dist/index.d.ts"",""exports"":""{\"".\"":{\""import\"":\""./dist/index.js\"",\""types\"":\""./dist/index.d.ts\"",\""require\"":\""./dist/index.cjs\""}}""}",true,"TypeScript;Express","cd11ddfd-85ca-4975-ab17-cb850c6b7214"
"@letsscrapedata/scraper","0.0.90","Web scraper that scraping web pages by LetsScrapeData XML template","2025-10-30T08:21:23.161Z",6,363694,13,9,"letsscrapedata;headless;chrome;patchright;camoufox;playwright;puppeteer;cheerio;crawler;scraper;captcha","https://www.letsScrapeData.com","https://github.com/LetsScrapeData/scraper","Apache-2.0","enriched",1,4,1,11599,"{""main"":""./dist/index.cjs"",""module"":""./dist/index.js"",""types"":""./dist/index.d.ts"",""exports"":""{\"".\"":{\""require\"":\""./dist/index.cjs\"",\""import\"":\""./dist/index.js\"",\""types\"":\""./dist/index.d.ts\""}}""}",true,"TypeScript","baf95fc2-1770-4469-ad5e-34b621764d6d"
"@liamhelmer/claude-flow-ui","1.5.5","A modern web-based terminal and monitoring interface for Claude Flow with real-time system monitoring and tmux integration","2025-10-06T21:09:34.909Z",265,251782548,34,35,"claude-flow;terminal;ui;web-terminal;monitoring;tmux;websocket;real-time;cli-tool;developer-tools","https://github.com/liamhelmer/claude-flow-ui#readme","https://github.com/liamhelmer/claude-flow-ui","MIT","enriched",1,0,0,0,"{""main"":""./unified-server.js"",""types"":""./types/index.d.ts"",""exports"":""{\"".\"":{\""types\"":\""./types/index.d.ts\"",\""require\"":\""./unified-server.js\"",\""import\"":\""./unified-server.js\""},\""./package.json\"":\""./package.json\""}""}",true,"React;Tailwind;TypeScript;Next.js;Express","067835cc-46da-49a5-b8b8-8ae96713d497"
"@llm-dev-ops/llm-edge-agent","0.1.0","Enterprise-grade LLM intercepting proxy with intelligent caching, routing, and observability","2025-11-09T02:43:09.075Z",11,74456,3,1,"llm;proxy;ai;edge;gateway;anthropic;openai;cache;routing;observability;prometheus;grafana;rust;enterprise","https://github.com/globalbusinessadvisors/llm-edge-agent#readme","https://github.com/globalbusinessadvisors/llm-edge-agent","Apache-2.0","enriched",1,8,2,1368,"{""main"":""bin/llm-edge-agent.js""}",false,"","2b8de13f-3fb1-485f-b5b4-6f4ae2470685"
"@llm-dev-ops/llm-forge","1.0.0","Cross-provider SDK generator for Large Language Model APIs","2025-11-08T03:42:20.258Z",7,968449,14,16,"llm;sdk;generator;openai;anthropic;code-generation;typescript;rust;python;java;go;csharp","https://github.com/globalbusinessadvisors/llm-forge","https://github.com/globalbusinessadvisors/llm-forge","Apache-2.0","enriched",1,3,1,10941,"{""main"":""./dist/index.js"",""types"":""./dist/index.d.ts""}",true,"TypeScript","0f68289c-14e1-43ff-a016-76d6067b4d7f"
"@llm-dev-ops/llm-memory-graph-client","0.1.0","TypeScript/JavaScript client for LLM-Memory-Graph gRPC service","2025-11-07T06:01:01.159Z",26,110908,2,6,"llm;memory-graph;grpc;typescript;context-tracking;prompt-lineage;graph-database","https://github.com/globalbusinessadvisors/llm-memory-graph#readme","https://github.com/globalbusinessadvisors/llm-memory-graph","MIT OR Apache-2.0","enriched",1,13,1,1831,"{""main"":""dist/index.js"",""types"":""dist/index.d.ts""}",true,"TypeScript","0f8a2ac8-ee72-4438-b666-f4f67f41b4a0"
"@luciformresearch/codeparsers","0.1.3","Unified code parsers for TypeScript and Python with tree-sitter WASM bindings","2025-11-11T14:20:45.065Z",52,338076,5,8,"parser;typescript;python;tree-sitter;ast;code-analysis;wasm;esm","https://github.com/LuciformResearch/LR_CodeParsers#readme","https://github.com/LuciformResearch/LR_CodeParsers","LRSL-1.1 (See LICENSE file for more information)","enriched",1,49,2,10664,"{""main"":""./dist/esm/index.js"",""module"":""./dist/esm/index.js"",""types"":""./dist/types/index.d.ts"",""exports"":""{\"".\"":{\""types\"":\""./dist/types/index.d.ts\"",\""import\"":\""./dist/esm/index.js\"",\""default\"":\""./dist/esm/index.js\""},\""./typescript\"":{\""types\"":\""./dist/types/typescript/index.d.ts\"",\""import\"":\""./dist/esm/typescript/index.js\""},\""./python\"":{\""types\"":\""./dist/types/python/index.d.ts\"",\""import\"":\""./dist/esm/python/index.js\""}}""}",true,"TypeScript","4211009f-c9ea-418a-b432-65d9d0a45f56"
"@mcpmarket/mcp-auto-install","0.1.9","MCP server that helps install other MCP servers automatically","2025-04-01T11:20:43.350Z",11,620706,4,0,"mcp;modelcontextprotocol;server;auto-install;ai;llm;claude;automation","","","MIT","enriched",1,8,1,8376,"{""main"":""./dist/index.js"",""exports"":""{\"".\"":{\""import\"":\""./dist/index.js\"",\""require\"":\""./dist/index.js\""}}""}",false,"","eef09994-cc9b-4359-9831-26bcebe3aef2"
"@mhalder/qdrant-mcp-server","1.5.0","MCP server for semantic search using local Qdrant and Ollama (default) with support for OpenAI, Cohere, and Voyage AI","2025-10-30T09:04:11.721Z",227,1121863,16,15,"mcp;qdrant;vector-search;semantic-search;embeddings","https://github.com/mhalder/qdrant-mcp-server#readme","https://github.com/mhalder/qdrant-mcp-server","MIT","enriched",1,134,10,25500,"{}",true,"TypeScript;Express","9881887c-b059-4701-baae-9ae01eda84d2"
"@nervusdb/mcp","0.1.21","Official MCP server for NervusDB - Code knowledge graph with repomix integration","2025-10-15T22:38:55.390Z",125,11840617,13,19,"mcp;model-context-protocol;nervusdb;knowledge-graph;code-analysis;repomix;claude;ai-tools","https://github.com/nervusdb/nervusdb-mcp#readme","https://github.com/nervusdb/nervusdb-mcp","MIT","enriched",1,82,2,11744,"{}",true,"TypeScript;Express","897758c3-1600-4fcf-90ef-bb4ad12934ef"
"@nexus-ioc/graph-analyzer","0.1.0","Static analysis and visualization tool for Nexus IoC dependency injection graphs. Detect circular dependencies, unused providers, scope mismatches, and visualize your architecture with interactive HTML graphs.","2025-10-18T23:56:17.372Z",98,427270,2,6,"nexus-ioc;dependency-injection;static-analysis;graph-visualization;typescript;ast-parser;di-container;dependency-graph;code-analysis;graphviz","https://github.com/Isqanderm/ioc/tree/main/packages/graph-analyzer#readme","https://github.com/Isqanderm/ioc","MIT","enriched",1,61,6,7948,"{""main"":""./dist/index.js"",""module"":""./dist/index.js"",""types"":""./dist/index.d.ts""}",true,"TypeScript","5c9ab4e7-8376-4468-bd44-31fba22028a1"
"@ngotaico/mcp-codebase-index","1.6.0","MCP server for AI-powered codebase indexing with auto-save checkpoints, incremental updates, real-time progress tracking, and index verification tools","2025-11-20T10:56:26.599Z",118,640196,7,4,"mcp;mcp-server;code-indexing;qdrant;gemini;semantic-search;vector-search;codebase-search","https://github.com/NgoTaiCo/mcp-codebase-index#readme","https://github.com/NgoTaiCo/mcp-codebase-index","MIT","enriched",1,59,1,12509,"{""main"":""dist/index.js"",""types"":""./dist/index.d.ts""}",true,"TypeScript","96012465-4447-4480-8167-6d9cb1901170"
"@nguyenetic/nexusql","3.4.0","AI-Native, PostgreSQL-compatible database with vector search, HNSW indexing, and full ACID compliance. All 298 tests passing. NEW: PRAGMA statement support for SQLite compatibility!","2025-11-08T01:51:17.101Z",10,5568231,1,4,"database;postgresql;sql;embedded;ai-native;vector-search;vector-database;pgvector;hnsw;semantic-search;embeddings;full-text-search;distributed;file-based;rust;mcp;batch-operations;high-performance;parameterized-queries;sql-injection-prevention;security","https://github.com/Nguyenetic/NexusQL#readme","https://github.com/Nguyenetic/NexusQL","MIT","enriched",1,8,1,1147,"{""main"":""index.js"",""types"":""index.d.ts""}",true,"TypeScript","0380ac47-46be-45bb-b596-9caf7a671541"
"@nogataka/coding-agent-mgr","0.1.6","AI coding agents are increasingly writing the world's code and human engineers now spend the majority of their time planning, reviewing, and orchestrating tasks. Vibe Kanban streamlines this process, enabling you to:","2025-10-22T07:08:29.561Z",942,31280796,22,3,"","","","N/A","enriched",1,458,5,302108,"{}",true,"TypeScript;Express","d0dffb65-4467-4fe6-84e4-67fabc5be31e"
"@notbeastr/powerai","5.0.0","PowerAI - Ultimate Windows AI Development Assistant with Advanced Agentic Coding (T Mode), Full-Stack Project Generation, System-Wide File Operations, and Intelligent Automation","2025-11-03T14:54:40.631Z",2,114837,11,1,"cli;ai;powershell;windows;assistant;automation;voice;productivity;winrm;system-admin;agentic-coding;code-generation;rag;multi-language;project-builder;gemini-cli;claude-code;openai-codex;full-stack;autonomous-development;ai-coding;project-management;file-operations;software-development;intelligent-automation;workspace-management;template-system;deployment-automation;code-optimization;ai-assistant;development-tools;system-integration","https://github.com/NotbeastR2/PowerAi-Cli#readme","https://github.com/NotbeastR2/PowerAi-Cli","MIT","enriched",1,2,0,3828,"{""main"":""index.js""}",false,"","92f906a4-4fd4-4ee1-a3c9-0edcc40022b9"
"@nurv-llc/codometer","0.1.0","A TypeScript library for analyzing code repositories and providing detailed metrics","2025-11-14T06:23:39.128Z",88,90170,0,11,"code;metrics;analysis;lines-of-code;documentation;code-analysis;static-analysis;sloc;loc;cloc;typescript;javascript;python;rust;csharp;cpp","https://github.com/cyb3rsyph0n/codometer#readme","https://github.com/cyb3rsyph0n/codometer","MIT","enriched",1,43,2,1517,"{""main"":""dist/index.js"",""types"":""dist/index.d.ts""}",true,"TypeScript","b0030503-1587-4be4-a9eb-8044d409eb97"
"@oee-intellisuite/code-tester","1.0.0","A comprehensive CLI tool for enforcing best practices across Node.js, .NET, and Python projects","2025-10-30T01:58:02.847Z",23,364274,21,31,"cli;best-practices;code-quality;nodejs;dotnet;python;linting;formatting;development-tools","https://github.com/ooeintellisuite/oee-code-tester#readme","https://github.com/ooeintellisuite/oee-code-tester","N/A","enriched",1,21,1,11686,"{""main"":""dist/index.js""}",false,"TypeScript","ffc76cff-e067-43ec-8854-247ba2edd944"
"@oracle/oraclejet","19.0.1","Oracle JavaScript Extension Toolkit (JET) empowers developers by providing a modular open source toolkit based on modern JavaScript, CSS3 and HTML5 design and development principles.","2025-11-10T17:53:56.467Z",4401,101270335,13,0,"oraclejet","","","UPL-1.0","enriched",1,3773,11,3038291,"{}",true,"TypeScript","00d22a82-2af8-467d-9f7c-06cf968f35db"
"@portel/ncp","1.6.0","Natural Context Provider. 1 MCP to rule them all - Your MCP Concierge. Complete platform for discovering, managing, and accessing MCPs. Simplifies 50+ tools into 2, auto-syncs with Claude Desktop, saves 97% tokens.","2025-10-23T03:50:05.837Z",332,2238800,19,29,"mcp;model-context-protocol;ai-orchestration;tool-discovery","https://github.com/portel-dev/ncp#readme","https://github.com/portel-dev/ncp","Elastic-2.0","enriched",1,166,1,42925,"{""main"":""dist/index.js"",""module"":""dist/index.js"",""types"":""dist/index.d.ts"",""exports"":""{\"".\"":{\""types\"":\""./dist/index.d.ts\"",\""import\"":\""./dist/index.js\""}}""}",true,"TypeScript","2e471307-cde4-48fc-aad7-1fa57daef0f9"
"@probelabs/probe","0.6.0-rc178","Node.js wrapper for the probe code search tool","2025-12-01T18:53:00.538Z",167,19566021,17,7,"probe;code-search;search;ast;code-analysis;ai;llm;tools","https://github.com/probelabs/probe#readme","https://github.com/probelabs/probe","ISC","enriched",1,160,5,650140,"{""main"":""src/index.js"",""module"":""src/index.js"",""types"":""index.d.ts"",""exports"":""{\"".\"":{\""types\"":\""./index.d.ts\"",\""import\"":\""./src/index.js\"",\""require\"":\""./cjs/index.cjs\""},\""./agent\"":{\""types\"":\""./src/agent/ProbeAgent.d.ts\"",\""import\"":\""./src/agent/ProbeAgent.js\"",\""require\"":\""./cjs/agent/ProbeAgent.cjs\""},\""./telemetry\"":{\""import\"":\""./src/agent/simpleTelemetry.js\"",\""require\"":\""./cjs/agent/simpleTelemetry.cjs\""},\""./agent/mcp\"":{\""import\"":\""./src/agent/mcp/index.js\""},\""./agent/imageConfig\"":{\""import\"":\""./src/agent/imageConfig.js\""}}""}",true,"TypeScript","90fdc7a8-934a-4bdd-b7ff-f6f2a4a45b65"
"@qwe8652591/abap-parser","1.0.0","ABAP 代码解析器 - 基于 abaplint core 的 TypeScript 实现","2025-11-18T07:44:16.941Z",159,1436685,3,7,"sap;abap;parser;abaplint;typescript;ast;static-analysis;reverse-engineering;execution-flow;call-chain;screen-analysis","https://github.com/yourusername/sap-abap-reverse-engineering#readme","https://github.com/yourusername/sap-abap-reverse-engineering","MIT","enriched",1,79,2,28011,"{""main"":""dist/index.js"",""types"":""dist/index.d.ts""}",true,"TypeScript","5c2fe2e8-bfbc-4e23-a39c-abb0e9178091"
"@r-mcp/docs-extractor","1.6.0","MCP server for extracting documentation from web links","2025-05-09T03:13:49.014Z",19,22698,8,3,"mcp;documentation;ai;docs;scraping","https://github.com/CaptainCrouton89/docs-extractor#readme","https://github.com/CaptainCrouton89/docs-extractor","MIT","enriched",1,13,1,609,"{""main"":""dist/index.js"",""types"":""dist/index.d.ts"",""exports"":""{\"".\"":{\""import\"":\""./dist/index.js\"",\""types\"":\""./dist/index.d.ts\"",\""default\"":\""./dist/index.js\""}}""}",true,"TypeScript","35c88fdb-57a3-4e26-81d4-7f2eed4337e8"
"@r-mcp/static-analysis","1.0.4","MCP server for TypeScript code analysis using ts-morph","2025-09-09T16:44:58.474Z",10,72921,10,4,"","","","N/A","enriched",1,9,1,2254,"{""main"":""dist/index.js""}",false,"TypeScript","794c4698-5410-4728-beed-b94942ff01c1"
"@rdmptv/claude-flow","2.7.0-alpha.14","SuperDisco fork: Enterprise-grade AI agent orchestration with WASM-powered ReasoningBank memory and AgentDB vector database (GitHub distribution)","2025-10-26T13:55:46.043Z",7051,107723612,23,33,"claude;ai;agent;orchestration;mcp;workflow;automation;swarm;github;docker;enterprise;coordination;multi-agent;neural-networks;cli;tools;alpha","https://github.com/superdisco-agents/claude-flow#readme","https://github.com/superdisco-agents/claude-flow","MIT","enriched",1,4958,1146,814386,"{""main"":""cli.mjs""}",true,"TypeScript;React;Express","2dab0ed8-72a9-40ab-8aaa-429523b87625"
"@robinson_ai_systems/github-mcp","2.0.1","Comprehensive GitHub MCP server with 199 tools - 8.6x more than official GitHub MCP","2025-11-01T19:37:41.530Z",16,433175,2,2,"mcp;github;git;automation;model-context-protocol","","","MIT","enriched",1,10,5,12154,"{}",true,"TypeScript","9da95c9b-8f9c-4609-9cf7-19e3ba4f2f22"
"@robinson_ai_systems/neon-mcp","2.0.1","Comprehensive Neon PostgreSQL MCP server with 145 tools for complete database management","2025-11-01T19:38:15.805Z",6,229508,2,2,"mcp;neon;database;postgresql;model-context-protocol;database-management;performance-monitoring;cost-optimization","","","MIT","enriched",1,5,1,7426,"{""main"":""dist/index.js"",""types"":""./dist/index.d.ts""}",true,"TypeScript","e4f94966-f5da-4408-9a7d-26a61d3af9a9"
"@robinson_ai_systems/rad-crawler-core","0.1.0","RAD Crawler Core - Document indexing engine for Repository Agent Database","2025-11-14T11:38:58.781Z",17,40291,4,3,"rad;crawler;indexing;documents;repository;agent;database","https://github.com/robinsonai/robinsonai-mcp-servers#readme","https://github.com/robinsonai/robinsonai-mcp-servers","MIT","enriched",1,9,0,730,"{""main"":""./dist/index.js"",""types"":""./dist/index.d.ts"",""exports"":""{\"".\"":{\""types\"":\""./dist/index.d.ts\"",\""import\"":\""./dist/index.js\""}}""}",true,"TypeScript","d54c9f3a-89a0-457f-afa1-37110a90c915"
"@robinson_ai_systems/robinsons-toolkit-mcp","1.19.3","Unified MCP server with 1717 tools across 28 categories. Features 90 curated core tools for quick discovery. Includes GitHub, Vercel, Neon, Upstash Redis, Google Workspace, OpenAI, Stripe, Supabase, Playwright, Twilio, Resend, Context7, Cloudflare, Postgr","2025-11-14T23:02:23.680Z",53,4970444,21,4,"mcp;model-context-protocol;github;vercel;neon;redis;openai;google-workspace;playwright;context7;stripe;supabase;resend;twilio;cloudflare;unified-toolkit","","","MIT","enriched",1,28,1,81503,"{""main"":""./dist/index.js"",""types"":""./dist/index.d.ts""}",true,"TypeScript","0bb09492-e1e3-4cc1-a6e6-ebbd6408c38a"
"@robinson_ai_systems/shared-pipeline","0.1.1","No description available.","2025-11-06T18:21:01.785Z",42,213447,4,2,"","","","N/A","enriched",1,26,0,5168,"{""main"":""dist/index.js"",""types"":""dist/index.d.ts""}",true,"TypeScript","8523dd3c-f58b-4d1b-9dc3-f03589ef25fb"
"@robinson_ai_systems/shared-utils","0.1.1","Shared utilities for Robinson AI MCP Servers","2025-11-11T07:09:20.879Z",57,283853,4,2,"","","","N/A","enriched",1,29,0,4913,"{""main"":""./dist/index.js"",""types"":""./dist/index.d.ts"",""exports"":""{\"".\"":{\""types\"":\""./dist/index.d.ts\"",\""import\"":\""./dist/index.js\""}}""}",true,"TypeScript","3839fce9-8c26-41ae-80ec-ef7dd60d416e"
"@robinson_ai_systems/thinking-tools-mcp","1.27.3","Comprehensive Thinking Tools MCP - 24 cognitive frameworks + Context Engine with semantic search + Documentation Intelligence + Memory System + Multi-Language Support + Bridged Context7 Integration (works in concert with Robinson's Toolkit MCP)","2025-11-14T23:01:55.840Z",4,960893,29,4,"mcp;thinking;reasoning;cognitive-frameworks;ai;devils-advocate;critical-thinking;first-principles","","","MIT","enriched",1,3,0,11024,"{""main"":""./dist/index.js"",""types"":""./dist/index.d.ts"",""exports"":""{\"".\"":{\""types\"":\""./dist/index.d.ts\"",\""default\"":\""./dist/index.js\""}}""}",true,"TypeScript","2bfe7597-7a19-4dea-8089-94b0aaf516ed"
"@roeintheglasses/re-script","2.1.1","Advanced LLM-powered JavaScript unminifier and deobfuscator","2025-08-29T12:25:01.280Z",95,604402,15,10,"javascript;unminify;deobfuscate;ai;llm;typescript;cli","","","MIT","enriched",1,47,1,11827,"{""main"":""dist/index.js""}",true,"TypeScript","3c7ca995-f135-4191-aae4-eac5ecdbea7f"
"@saastro/ui","0.2.4","Agrega componentes UI a tus proyectos Astro","2025-11-18T16:09:06.116Z",69,930301,20,9,"components;ui;tailwind;astro;saastro","https://github.com/saastro-io/saastro-ui#readme","https://github.com/saastro-io/saastro-ui","MIT","enriched",1,67,1,16339,"{""exports"":""{\"".\"":\""./dist/index.js\"",\""./schema/registry\"":\""./src/schema/registry.ts\""}""}",true,"TypeScript","381b379c-a335-4801-974a-5a9625ed9f09"
"@sap/hana-client","2.26.26","Official SAP HANA Node.js Driver","2025-11-24T17:44:41.135Z",23,94873507,1,0,"SAP;HANA;client;in-memory;database;SQL;business;application;intelligent;enterprise;cloud;analytics;experience","","","SEE LICENSE IN developer-license-3_2.txt","enriched",1,12,3,3293,"{""main"":""./lib/index"",""types"":""./lib/index.d.ts""}",true,"TypeScript","b2c409ed-17e2-4150-bb51-dd60d007fe38"
"@sibyllinesoft/hydra","1.0.3","Professional installer for Hydra Claude Code Studio with modern web and terminal interface","2025-08-24T22:59:01.991Z",11911,76618242,10,0,"claude;hydra;installer;terminal;ui;mcp;web;animated;ascii-art;cyberpunk;blessed;tui","","","MIT","enriched",1,8735,1178,1713883,"{""main"":""installer/install.js""}",true,"TypeScript;Express","a70383eb-75e3-455c-a556-f57054d74467"
"@sid7vish/universal-rag-mcp","3.2.1","Universal RAG Memory MCP Server for AI assistants","2025-11-29T23:57:19.772Z",82,349277,5,2,"mcp;rag;memory;ai;claude;llm","https://github.com/sid7vish/universal-rag-mcp#readme","https://github.com/sid7vish/universal-rag-mcp","MIT","enriched",1,57,1,9793,"{""main"":""dist/index.js"",""types"":""./dist/index.d.ts""}",true,"TypeScript","c322e7ea-90dd-491c-84d0-aa98d4a188c4"
"@siteboon/claude-code-ui","1.12.0","A web-based UI for Claude Code CLI","2025-11-14T11:56:12.019Z",123,5194477,46,12,"claude coode;ai;anthropic;ui;mobile","https://claudecodeui.siteboon.ai","https://github.com/siteboon/claudecodeui","MIT","enriched",1,32,3,95795,"{""main"":""server/index.js""}",false,"React;Tailwind;Express","16ea2090-892f-444a-9c8c-55284a84665c"
"@sleeyax/webcrack","2.12.1","Deobfuscate, unminify and unpack bundled javascript","2025-04-30T10:05:37.946Z",169,534333,11,10,"webpack;bundle;extract;reverse-engineering;ast;deobfuscation;unpack;debundle;deobfuscator;unminify;unbundle","https://webcrack.netlify.app","https://github.com/j4k0xb/webcrack","MIT","enriched",1,84,1,6772,"{""main"":""dist/index.js"",""types"":""dist/index.d.ts""}",true,"TypeScript","d6975ee2-48fb-4ab0-be53-25192dd108c7"
"@su-record/hi-ai","2.0.0","Model Context Protocol based AI development assistant with 34 specialized tools featuring Knowledge Graph memory, multi-strategy search, and code dependency analysis","2025-11-29T19:32:00.587Z",118,719645,8,4,"mcp;model-context-protocol;ai;assistant;development-tools;code-analysis;typescript;javascript;python;semantic-analysis;code-quality;memory-management;knowledge-graph;dependency-analysis;project-planning;claude;anthropic","https://github.com/su-record/hi-ai","https://github.com/su-record/hi-ai","MIT","enriched",1,109,4,22316,"{""main"":""dist/index.js"",""module"":""./src/index.ts""}",false,"TypeScript","60a0f469-ea84-4095-9c8a-b088d91a4466"
"@supatest/cli","0.0.12","Supatest CLI - AI-powered task automation for CI/CD","2025-12-06T21:41:37.927Z",4,11269591,25,8,"cli;ai;automation;testing;ci;continuous-integration;test-automation;anthropic;claude;agent","https://github.com/supatest-ai/supatest#readme","https://github.com/supatest-ai/supatest","ISC","enriched",1,3,1,375563,"{}",false,"React;TypeScript","cc59629b-3122-47b0-99ff-cbf44608ff01"
